x_out,y_out
-0.00018982810433954,-0.0005116455722600222
-0.00214596139267087,-0.002242929534986615
-0.013688148930668831,-0.00556023046374321
-0.027127867564558983,-0.01008963119238615
-0.0400385707616806,-0.016690796241164207
-0.05236585810780525,-0.02535821869969368
-0.06301441788673401,-0.03566184639930725
-0.07485856860876083,-0.052048590034246445
-0.08180367201566696,-0.06534355133771896
-0.08728981018066406,-0.07971007376909256
-0.0911799892783165,-0.0938563272356987
-0.0937819629907608,-0.10860632359981537
-0.09450547397136688,-0.12400758266448975
-0.0936882495880127,-0.13887688517570496
-0.09207560867071152,-0.15365701913833618
-0.08926939964294434,-0.16809087991714478
-0.0850178524851799,-0.18288426101207733
-0.07965671271085739,-0.19615106284618378
-0.07385646551847458,-0.20969504117965698
-0.06692918390035629,-0.22249934077262878
-0.05949065089225769,-0.23484045267105103
-0.051309242844581604,-0.2469368278980255
-0.04188307374715805,-0.2583495080471039
-0.032631028443574905,-0.2683624029159546
-0.022725660353899002,-0.2786298096179962
-0.008480318821966648,-0.2912524342536926
0.001816788106225431,-0.29976320266723633
0.015774359926581383,-0.3111623525619507
0.026051223278045654,-0.318942666053772
0.03654137998819351,-0.32691383361816406
0.04698316752910614,-0.33452990651130676
0.05728590488433838,-0.34180355072021484
0.0673239454627037,-0.34864479303359985
0.07793180644512177,-0.35594335198402405
0.08818798512220383,-0.3623252213001251
0.09893980622291565,-0.3689526617527008
0.10933834314346313,-0.3749098777770996
0.11925891786813736,-0.38058438897132874
0.13295407593250275,-0.38836464285850525
0.14353874325752258,-0.39357152581214905
0.15350525081157684,-0.39807063341140747
0.164595827460289,-0.4025798738002777
0.17787306010723114,-0.4068535268306732
0.18873555958271027,-0.40999698638916016
0.19907395541667938,-0.4123913645744324
0.20993979275226593,-0.41476255655288696
0.22011542320251465,-0.41635218262672424
0.23089192807674408,-0.417532354593277
0.24098540842533112,-0.4182139039039612
0.2540530264377594,-0.41929009556770325
0.26432526111602783,-0.42000633478164673
0.2736423909664154,-0.4202755391597748
0.2833660840988159,-0.42039579153060913
0.29262596368789673,-0.42047274112701416
0.30244266986846924,-0.4201793372631073
0.31103426218032837,-0.4196283221244812
0.3201559782028198,-0.4194634258747101
