Kp_MFO,Ki_MFO,Kd_MFO,1 - alfa,alfa,Num_exp,Min_Global_exp,Best_exp,Best_exp_min
1.1113086580767035,0.001,0.001,4.814890899735232e-242,1.0,0,0.7203943572543203,0,0.7203943572543203
2.0,0.1764446464901279,0.001,0.0,1.0,1,0.7122982969326903,1,0.7122982969326903
1.1719083307208227,2.0,0.001,7.842743423486476e-255,1.0,2,0.6970000517804753,2,0.6970000517804753
