Kp_MFO,Ki_MFO,Kd_MFO,1 - alfa,alfa,Num_exp,Min_Global_exp,Best_exp,Best_exp_min
0.07836016233980031,0.012589617548362778,0.001,1.0453612748665324e-17,1.0,0,1.3684418829537754,0,1.3684418829537754
0.24414504933506123,2.0,0.001,6.721655218190098e-52,1.0,1,1.6065437589942209,0,1.3684418829537754
0.035080095851107426,0.001,0.04628301047979141,0.6947938642036445,0.30520613579635547,2,1.2861731133779537,2,1.2861731133779537
