x_out,y_out
0.0035941554233431816,-0.5004453063011169
0.030974511057138443,-0.5017749071121216
0.05763489007949829,-0.5035781264305115
0.08247489482164383,-0.5061696767807007
0.10512766987085342,-0.5097652673721313
0.1270173341035843,-0.5138095617294312
0.14743590354919434,-0.5176118612289429
0.1657673418521881,-0.5215529799461365
0.18403562903404236,-0.5254853963851929
0.2009427398443222,-0.5283480882644653
0.21773819625377655,-0.531024158000946
0.23138323426246643,-0.5332240462303162
0.24615195393562317,-0.5358458757400513
0.2598031163215637,-0.5371760725975037
0.27274563908576965,-0.5379754900932312
0.28464239835739136,-0.5386103987693787
0.29476767778396606,-0.5394220948219299
0.3059912323951721,-0.5403570532798767
0.31281331181526184,-0.5405195951461792
0.31258639693260193,-0.5399158000946045
0.3123675286769867,-0.5394155979156494
0.312468558549881,-0.5391646027565002
