time,x,y
0.010672,0.058375343680381775,0.4616585075855255
0.081168,0.058637844771146766,0.4613531202077865
0.129954,0.058730851933360084,0.461409948170185
0.199713,0.058670003764331326,0.4612646016776561
0.230008,0.05858756136074661,0.46137135618031017
0.297901,0.05857053184829651,0.46117950851887457
0.329106,0.058558611189581444,0.4610452151558696
0.358057,0.05839409510858877,0.4608398713055579
0.389548,0.05867854834991312,0.460590076065891
0.416792,0.0586464301444921,0.46067086968003024
0.473464,0.05858031233037344,0.4608917105120899
0.505332,0.05877762808322293,0.4608290580457187
0.532661,0.05851988523447084,0.4609960229478295
0.566684,0.05869598669777808,0.46117133477304484
0.595745,0.05851473870952276,0.4609574447600233
0.625523,0.05833794138486726,0.4610305149723819
0.655892,0.05861889395275592,0.4609049244283449
0.686176,0.05843331579080438,0.4608551431190141
0.721632,0.0586401054223165,0.4609310624941009
0.751338,0.05855911786574617,0.46117194280631063
0.782778,0.058366928082237104,0.46123604228024384
0.815468,0.05847833927181424,0.4610080418482153
0.852469,0.05855423274631244,0.46090392750961673
0.884058,0.05851577415164768,0.4610548509928004
0.91692,0.05850374386576336,0.46124434328483455
0.947841,0.05820854758329456,0.46101965506359777
1.063531,0.05852831829165503,0.460897322492196
1.099178,0.058443591992085764,0.4606939049536741
1.171554,0.058486165056643794,0.4608484332146574
1.200497,0.05847222272556279,0.46112099558786845
1.231213,0.05852448805968838,0.46104676911705145
1.261714,0.0587132623330813,0.4610012210670251
2.059107,0.0584748292093717,0.46111653706274397
2.098625,0.05860200788951616,0.46135788681695233
2.203739,0.05853729098005782,0.4613291886032875
2.290651,0.05850601150864941,0.4612971729643025
2.325731,0.058727730865202415,0.46105740473914286
2.362954,0.05865335632209524,0.4611171255943547
2.39412,0.05868968075207055,0.4609035928354819
2.429951,0.05860126707935161,0.4610734547688873
2.471847,0.05877791864960072,0.46099864898721554
2.541738,0.05873215972187194,0.46091162185887613
2.569823,0.05874484313191425,0.46075974022064686
2.599909,0.058753721518943855,0.4606534230738864
2.631508,0.05888252340012898,0.46075999653547905
2.662208,0.058639124086279436,0.46072783709910436
2.692171,0.058420148527170354,0.4608180319164479
2.728519,0.058779012213033034,0.4609765387004613
2.765953,0.0585753163793853,0.4609137757120727
2.794118,0.058401034525972575,0.4608842093198239
2.81787,0.05846297865247665,0.4608555824472623
2.848255,0.058545574670981926,0.46074171996512825
2.882909,0.05837352657135932,0.4608897983578758
2.913695,0.05829147643021371,0.4608530574722629
2.94517,0.05829281970679896,0.4612127633470772
2.97005,0.058587308778108124,0.46103249829063164
3.000874,0.05871144258739419,0.46121102063590824
3.030315,0.0587036039842497,0.4610304826708056
3.062057,0.05848414709064677,0.46109193225184997
3.09005,0.05861173788135568,0.4613718754215632
3.119773,0.05870431367156628,0.46091737313216086
3.158878,0.058934274862392805,0.4612105863710404
3.186894,0.05890599102788055,0.46144791485807424
3.246854,0.059086415893922425,0.46156066883960156
3.284215,0.05911540946261398,0.4613950685714796
3.31716,0.058931873839372574,0.4613448893267493
3.346379,0.058882549773545984,0.46111849553058604
3.376656,0.058644157160942095,0.46102561776507933
3.409451,0.05867239962690774,0.4608607446876002
3.512385,0.05887552739651593,0.46132690797336723
3.55708,0.05889978010485683,0.4613307671056338
3.632528,0.05883037645937085,0.46106745594882004
3.667561,0.05887242686773097,0.4612543469260148
3.699219,0.058804630959206114,0.46114011505375385
3.736819,0.05900663602543006,0.4613113147953257
3.780313,0.05896382769181818,0.46150986850831643
3.829023,0.05897754610244575,0.4614843294064364
3.866112,0.05891084349617263,0.46122871890943373
3.897155,0.05888592338587274,0.46147321401731956
3.930656,0.05873653809445899,0.4615274609832739
3.961816,0.05875672463727455,0.46169089865646185
3.992473,0.05855106495228134,0.4613794685837923
4.027527,0.05851827738369211,0.4614166886613874
4.056266,0.05876141686617625,0.46112983621202663
