x_out,y_out
0.0036660395562648773,-0.5006622672080994
0.03529493138194084,-0.5023002624511719
0.06653845310211182,-0.50420743227005
0.09564616531133652,-0.5064810514450073
0.12125533074140549,-0.5099166631698608
0.1466871201992035,-0.5135756134986877
0.1694016456604004,-0.5166140794754028
0.19074025750160217,-0.5200496912002563
0.21019206941127777,-0.5232064723968506
0.22942523658275604,-0.5256913304328918
0.24555625021457672,-0.5276644229888916
0.25764307379722595,-0.5289674997329712
0.25795209407806396,-0.5282684564590454
0.2580867409706116,-0.528412938117981
0.258012056350708,-0.5290399193763733
