x_out,y_out
0.0044204844161868095,-0.5006283521652222
0.03132256492972374,-0.5020185708999634
0.05788121372461319,-0.5036234855651855
0.0827445238828659,-0.5052261352539062
0.10615647584199905,-0.5066923499107361
0.12799713015556335,-0.507886528968811
0.14855465292930603,-0.5088918805122375
0.16797129809856415,-0.509760320186615
0.1852795034646988,-0.5102222561836243
0.2030053436756134,-0.5100782513618469
0.2197926789522171,-0.5081640481948853
0.23331880569458008,-0.5063006281852722
0.24758349359035492,-0.5047698020935059
0.2608535885810852,-0.5025970339775085
0.27434423565864563,-0.49867385625839233
0.28489863872528076,-0.4953608214855194
0.29577943682670593,-0.4924258887767792
0.30550387501716614,-0.49008411169052124
0.31228336691856384,-0.488806813955307
0.31189480423927307,-0.4898005723953247
0.3120061457157135,-0.48998939990997314
0.3122195601463318,-0.490377277135849
0.3122326135635376,-0.4914127588272095
